Filename, Sample, U1 (V), I1 (A), Ug (V), gm (A/V), go (A/V), μ (V/V), T (°C)
6N30P_B1, 6N30P_B1, 150, 0.03, -9.048, 0.01225, 0.0009398, 13.03, NA
6N30P_B2, 6N30P_B2, 150, 0.03, -8.425, 0.01512, 0.00103, 14.69, NA
