Filename, Sample, U1 (V), I1 (A), Ug (V), gm (A/V), go (A/V), μ (V/V), T (°C)
KT66_10, KT66_10, 350, 0.04, -32.38, 0.004599, 0.0005134, 8.958, NA
KT66_27, KT66_27_GT, 350, 0.04, -38.84, 0.003944, 0.0005525, 7.138, NA
KT66_28, KT66_28_GT, 350, 0.04, -38.06, 0.003905, 0.000559, 6.986, NA
KT66_29, KT66_29_GT, 350, 0.04, -37.37, 0.004114, 0.0005738, 7.171, NA
KT66_30, KT66_30_GT, 350, 0.04, -37.62, 0.003994, 0.0005849, 6.829, NA
KT66_31, KT66_31, 350, 0.04, -33.51, 0.004501, 0.0005774, 7.795, NA
KT66_33, KT66_33_GEC, 350, 0.04, -37.01, 0.003953, 0.0005627, 7.025, NA
KT66_34, KT66_34_GEC, 350, 0.04, -38.97, 0.00402, 0.0005732, 7.014, NA
KT66_9, KT66_9, 350, 0.04, -34.14, 0.004311, 0.0005404, 7.977, NA
