Filename, Sample, U1 (V), I1 (A), Ug (V), gm (A/V), go (A/V), μ (V/V), T (°C)
LD1014D_10_NA, LD1014D_10, 1.5, 1.5, -0.4645, 14.03, 2.123, 6.608, NA
LD1014D_10_NA, LD1014D_10, 1.5, 1.833, -0.4413, 15.11, 2.299, 6.571, NA
LD1014D_10_NA, LD1014D_10, 1.5, 2.167, -0.4205, 16.27, 2.623, 6.202, NA
LD1014D_10_NA, LD1014D_10, 1.5, 2.5, -0.4017, 16.74, 2.785, 6.01, NA
LD1014D_11, LD1014D_11, 1.5, 1.5, -1.01, 12.31, 2.659, 4.628, NA
LD1014D_11, LD1014D_11, 1.5, 1.833, -0.9837, 13.27, 2.949, 4.5, NA
LD1014D_11, LD1014D_11, 1.5, 2.167, -0.959, 13.86, 3.269, 4.24, NA
LD1014D_11, LD1014D_11, 1.5, 2.5, -0.9353, 14.21, 3.582, 3.968, NA
LD1014D_12_NA, LD1014D_12, 1.5, 1.5, -0.804, 12.76, 2.569, 4.966, NA
LD1014D_12_NA, LD1014D_12, 1.5, 1.833, -0.7776, 14.27, 2.905, 4.912, NA
LD1014D_12_NA, LD1014D_12, 1.5, 2.167, -0.7538, 14.79, 3.016, 4.903, NA
LD1014D_12_NA, LD1014D_12, 1.5, 2.5, -0.7323, 15.63, 3.314, 4.716, NA
LD1014D_13_NA, LD1014D_13, 1.5, 1.5, -1.158, 11.48, 2.705, 4.243, NA
LD1014D_13_NA, LD1014D_13, 1.5, 1.833, -1.13, 12.36, 3.042, 4.063, NA
LD1014D_13_NA, LD1014D_13, 1.5, 2.167, -1.106, 13.26, 3.262, 4.065, NA
LD1014D_13_NA, LD1014D_13, 1.5, 2.5, -1.08, 13.95, 3.473, 4.017, NA
LD1014D_14_NA, LD1014D_14, 1.5, 1.5, -0.827, 12.68, 2.597, 4.88, NA
LD1014D_14_NA, LD1014D_14, 1.5, 1.833, -0.8037, 13.95, 2.882, 4.839, NA
LD1014D_14_NA, LD1014D_14, 1.5, 2.167, -0.7789, 14.81, 3.147, 4.706, NA
LD1014D_14_NA, LD1014D_14, 1.5, 2.5, -0.7563, 15.38, 3.331, 4.619, NA
LD1014D_15_NA, LD1014D_15, 1.5, 1.5, -0.7932, 12.54, 2.62, 4.788, NA
LD1014D_15_NA, LD1014D_15, 1.5, 1.833, -0.7659, 13.72, 2.913, 4.71, NA
LD1014D_15_NA, LD1014D_15, 1.5, 2.167, -0.7418, 14.39, 3.215, 4.475, NA
LD1014D_15_NA, LD1014D_15, 1.5, 2.5, -0.7197, 15.21, 3.384, 4.496, NA
LD1014D_161, LD1014D_161, 1.5, 1.5, -1.073, 11.47, 2.732, 4.199, NA
LD1014D_161, LD1014D_161, 1.5, 1.833, -1.046, 11.88, 2.797, 4.247, NA
LD1014D_161, LD1014D_161, 1.5, 2.167, -1.019, 12.72, 3.106, 4.094, NA
LD1014D_161, LD1014D_161, 1.5, 2.5, -0.9939, 13.16, 3.31, 3.977, NA
LD1014D_162, LD1014D_162, 1.5, 1.5, -0.942, 11.83, 2.912, 4.062, NA
LD1014D_162, LD1014D_162, 1.5, 1.833, -0.9151, 12.86, 3.146, 4.089, NA
LD1014D_162, LD1014D_162, 1.5, 2.167, -0.8901, 13.46, 3.38, 3.984, NA
LD1014D_162, LD1014D_162, 1.5, 2.5, -0.863, 13.93, 3.575, 3.897, NA
LD1014D_16, LD1014D_16, 1.5, 1.5, -1.002, 12.74, 2.651, 4.805, NA
LD1014D_16, LD1014D_16, 1.5, 1.833, -0.9748, 13.8, 2.955, 4.67, NA
LD1014D_16, LD1014D_16, 1.5, 2.167, -0.9518, 13.96, 3.413, 4.089, NA
LD1014D_16, LD1014D_16, 1.5, 2.5, -0.928, 14.57, 3.591, 4.058, NA
LD1014D_184_NA, LD1014D_184, 1.5, 1.5, -0.8857, 11.51, 2.556, 4.505, NA
LD1014D_184_NA, LD1014D_184, 1.5, 1.833, -0.8578, 12.33, 2.772, 4.448, NA
LD1014D_184_NA, LD1014D_184, 1.5, 2.167, -0.8313, 13.14, 3.059, 4.297, NA
LD1014D_184_NA, LD1014D_184, 1.5, 2.5, -0.8071, 13.63, 3.25, 4.193, NA
LD1014D_185, LD1014D_185, 1.5, 1.5, -1.043, 11.32, 2.612, 4.335, NA
LD1014D_185, LD1014D_185, 1.5, 1.833, -1.014, 12.23, 2.924, 4.182, NA
LD1014D_185, LD1014D_185, 1.5, 2.167, -0.988, 12.86, 3.148, 4.085, NA
LD1014D_185, LD1014D_185, 1.5, 2.5, -0.9616, 13.23, 3.35, 3.949, NA
LD1014D_193, LD1014D_193, 1.5, 1.5, -0.3504, 13.23, 1.928, 6.864, NA
LD1014D_193, LD1014D_193, 1.5, 1.833, -0.328, 14.53, 2.233, 6.505, NA
LD1014D_193, LD1014D_193, 1.5, 2.167, -0.3062, 15.34, 2.412, 6.358, NA
LD1014D_193, LD1014D_193, 1.5, 2.5, -0.2836, 16.04, 2.564, 6.253, NA
LD1014D_1_NA, LD1014D_1, 1.5, 1.5, -0.5173, 12.2, 2.101, 5.808, NA
LD1014D_1_NA, LD1014D_1, 1.5, 1.833, -0.4926, 13.9, 2.307, 6.026, NA
LD1014D_1_NA, LD1014D_1, 1.5, 2.167, -0.4685, 14.99, 2.504, 5.986, NA
LD1014D_1_NA, LD1014D_1, 1.5, 2.5, -0.4454, 15.29, 2.492, 6.136, NA
LD1014D_200, LD1014D_200, 1.5, 1.5, -0.6, 3.564, 1.612, 2.211, 40.06
LD1014D_200, LD1014D_200, 1.5, 1.833, -0.6, 3.564, 1.612, 2.211, 40.06
LD1014D_200, LD1014D_200, 1.5, 2.167, nan, 3.564, 1.612, 2.211, 40.06
LD1014D_200, LD1014D_200, 1.5, 2.5, nan, 3.564, 1.612, 2.211, 40.06
LD1014D_201, LD1014D_201, 1.5, 1.5, -0.8424, 7.202, 1.644, 4.38, 40.44
LD1014D_201, LD1014D_201, 1.5, 1.833, -0.803, 7.196, 1.748, 4.117, 40.44
LD1014D_201, LD1014D_201, 1.5, 2.167, -0.754, 7.19, 1.861, 3.864, 40.44
LD1014D_201, LD1014D_201, 1.5, 2.5, -0.712, 7.186, 1.964, 3.658, 40.44
LD1014D_202_NA, LD1014D_202, 1.5, 1.5, nan, 6.732, 1.879, 3.582, 40.12
LD1014D_202_NA, LD1014D_202, 1.5, 1.833, nan, 6.732, 1.879, 3.582, 40.12
LD1014D_202_NA, LD1014D_202, 1.5, 2.167, -0.9776, 6.754, 1.887, 3.579, 40.12
LD1014D_202_NA, LD1014D_202, 1.5, 2.5, -0.9158, 6.821, 1.913, 3.565, 40.12
LD1014D_203, LD1014D_203, 1.5, 1.5, -0.8312, 7.259, 1.571, 4.621, 40.06
LD1014D_203, LD1014D_203, 1.5, 1.833, -0.7904, 7.251, 1.679, 4.318, 40.06
LD1014D_203, LD1014D_203, 1.5, 2.167, -0.7404, 7.244, 1.798, 4.029, 40.06
LD1014D_203, LD1014D_203, 1.5, 2.5, -0.7025, 7.24, 1.907, 3.797, 40.06
LD1014D_204_NA, LD1014D_204, 1.5, 1.5, -0.8874, 7.604, 1.686, 4.511, 40
LD1014D_204_NA, LD1014D_204, 1.5, 1.833, -0.8421, 7.599, 1.775, 4.282, 40
LD1014D_204_NA, LD1014D_204, 1.5, 2.167, -0.8054, 7.595, 1.864, 4.075, 40
LD1014D_204_NA, LD1014D_204, 1.5, 2.5, -0.7588, 7.592, 1.953, 3.888, 40
LD1014D_206, LD1014D_206, 1.5, 1.5, -0.964, 7.473, 1.463, 5.108, 39.94
LD1014D_206, LD1014D_206, 1.5, 1.833, -0.9014, 7.476, 1.515, 4.935, 39.94
LD1014D_206, LD1014D_206, 1.5, 2.167, -0.8505, 7.482, 1.562, 4.789, 39.94
LD1014D_206, LD1014D_206, 1.5, 2.5, -0.814, 7.492, 1.61, 4.654, 39.94
LD1014D_207_NA, LD1014D_207, 1.5, 1.5, nan, 6.845, 2.172, 3.152, 39.94
LD1014D_207_NA, LD1014D_207, 1.5, 1.833, nan, 6.845, 2.172, 3.152, 39.94
LD1014D_207_NA, LD1014D_207, 1.5, 2.167, nan, 6.845, 2.172, 3.152, 39.94
LD1014D_207_NA, LD1014D_207, 1.5, 2.5, nan, 6.845, 2.172, 3.152, 39.94
LD1014D_208_NA, LD1014D_208, 1.5, 1.5, -0.8933, 7.891, 1.428, 5.527, 40
LD1014D_208_NA, LD1014D_208, 1.5, 1.833, -0.8466, 7.895, 1.498, 5.272, 40
LD1014D_208_NA, LD1014D_208, 1.5, 2.167, -0.8104, 7.902, 1.574, 5.019, 40
LD1014D_208_NA, LD1014D_208, 1.5, 2.5, -0.7685, 7.91, 1.644, 4.811, 40
LD1014D_209, LD1014D_209, 1.5, 1.5, nan, 7.347, 1.867, 3.936, 40
LD1014D_209, LD1014D_209, 1.5, 1.833, -0.9902, 7.362, 1.876, 3.925, 40
LD1014D_209, LD1014D_209, 1.5, 2.167, -0.9342, 7.458, 1.921, 3.883, 40
LD1014D_209, LD1014D_209, 1.5, 2.5, -0.8782, 7.526, 1.962, 3.836, 40
LD1014D_210, LD1014D_210, 1.5, 1.5, -0.9073, 7.659, 1.509, 5.076, 40
LD1014D_210, LD1014D_210, 1.5, 1.833, -0.8545, 7.699, 1.563, 4.927, 40
LD1014D_210, LD1014D_210, 1.5, 2.167, -0.8191, 7.743, 1.618, 4.787, 40
LD1014D_210, LD1014D_210, 1.5, 2.5, -0.778, 7.79, 1.674, 4.653, 40
LD1014D_211, LD1014D_211, 1.5, 1.5, -0.9934, 7.936, 1.639, 4.843, 39.94
LD1014D_211, LD1014D_211, 1.5, 1.833, -0.9355, 7.937, 1.695, 4.683, 39.94
LD1014D_211, LD1014D_211, 1.5, 2.167, -0.8777, 7.941, 1.746, 4.548, 39.94
LD1014D_211, LD1014D_211, 1.5, 2.5, -0.8382, 7.948, 1.802, 4.41, 39.94
LD1014D_212, LD1014D_212, 1.5, 1.5, -0.8547, 7.253, 1.559, 4.651, 40
LD1014D_212, LD1014D_212, 1.5, 1.833, -0.8162, 7.247, 1.66, 4.366, 40
LD1014D_212, LD1014D_212, 1.5, 2.167, -0.771, 7.242, 1.752, 4.134, 40
LD1014D_212, LD1014D_212, 1.5, 2.5, -0.7242, 7.238, 1.852, 3.907, 40
LD1014D_213, LD1014D_213, 1.5, 1.5, nan, 7.53, 1.574, 4.785, 40.44
LD1014D_213, LD1014D_213, 1.5, 1.833, -0.9527, 7.531, 1.612, 4.672, 40.44
LD1014D_213, LD1014D_213, 1.5, 2.167, -0.8914, 7.534, 1.658, 4.543, 40.44
LD1014D_213, LD1014D_213, 1.5, 2.5, -0.8451, 7.541, 1.705, 4.423, 40.44
LD1014D_213_NA, LD1014D_218, 1.5, 1.5, nan, 7.954, 1.653, 4.812, 40
LD1014D_213_NA, LD1014D_218, 1.5, 1.833, -0.945, 7.955, 1.703, 4.673, 40
LD1014D_213_NA, LD1014D_218, 1.5, 2.167, -0.8877, 7.959, 1.757, 4.53, 40
LD1014D_213_NA, LD1014D_218, 1.5, 2.5, -0.8445, 7.964, 1.806, 4.409, 40
LD1014D_214_NA, LD1014D_214, 1.5, 1.5, nan, 6.814, 1.955, 3.486, 40.19
LD1014D_214_NA, LD1014D_214, 1.5, 1.833, nan, 6.814, 1.955, 3.486, 40.19
LD1014D_214_NA, LD1014D_214, 1.5, 2.167, -0.9803, 6.823, 1.957, 3.487, 40.19
LD1014D_214_NA, LD1014D_214, 1.5, 2.5, -0.9205, 6.846, 1.966, 3.482, 40.19
LD1014D_215, LD1014D_215, 1.5, 1.5, -0.8334, 7.559, 1.628, 4.642, 40.06
LD1014D_215, LD1014D_215, 1.5, 1.833, -0.7952, 7.55, 1.749, 4.318, 40.06
LD1014D_215, LD1014D_215, 1.5, 2.167, -0.7475, 7.542, 1.879, 4.013, 40.06
LD1014D_215, LD1014D_215, 1.5, 2.5, -0.7094, 7.536, 2, 3.769, 40.06
LD1014D_216, LD1014D_216, 1.5, 1.5, -0.6506, 4.498, 1.294, 3.476, 40
LD1014D_216, LD1014D_216, 1.5, 1.833, -0.609, 4.35, 1.564, 2.782, 40
LD1014D_216, LD1014D_216, 1.5, 2.167, -0.6, 4.322, 1.623, 2.664, 40
LD1014D_216, LD1014D_216, 1.5, 2.5, nan, 4.322, 1.623, 2.664, 40
LD1014D_217, LD1014D_217, 1.5, 1.5, -0.6, 2.314, 1.414, 1.636, 40
LD1014D_217, LD1014D_217, 1.5, 1.833, -0.6, 2.314, 1.414, 1.636, 40
LD1014D_217, LD1014D_217, 1.5, 2.167, nan, 2.314, 1.414, 1.636, 40
LD1014D_217, LD1014D_217, 1.5, 2.5, nan, 2.314, 1.414, 1.636, 40
LD1014D_219, LD1014D_219, 1.5, 1.5, -0.7919, 7.171, 1.597, 4.49, 40
LD1014D_219, LD1014D_219, 1.5, 1.833, -0.7415, 7.161, 1.757, 4.076, 40
LD1014D_219, LD1014D_219, 1.5, 2.167, -0.6976, 7.153, 1.903, 3.759, 40
LD1014D_219, LD1014D_219, 1.5, 2.5, -0.6657, 7.147, 2.063, 3.465, 40
LD1014D_220, LD1014D_220, 1.5, 1.5, -0.8211, 7.442, 1.306, 5.7, 40
LD1014D_220, LD1014D_220, 1.5, 1.833, -0.7792, 7.497, 1.421, 5.274, 40
LD1014D_220, LD1014D_220, 1.5, 2.167, -0.7295, 7.554, 1.538, 4.911, 40
LD1014D_220, LD1014D_220, 1.5, 2.5, -0.6886, 7.614, 1.656, 4.598, 40
LD1014D_221, LD1014D_221, 1.5, 1.5, -0.8096, 7.204, 1.395, 5.163, 40
LD1014D_221, LD1014D_221, 1.5, 1.833, -0.7621, 7.27, 1.538, 4.727, 40
LD1014D_221, LD1014D_221, 1.5, 2.167, -0.7185, 7.333, 1.67, 4.391, 40
LD1014D_221, LD1014D_221, 1.5, 2.5, -0.6842, 7.404, 1.815, 4.08, 40
LD1014D_222_NA, LD1014D_222, 1.5, 1.5, -0.8986, 7.678, 1.503, 5.11, 40
LD1014D_222_NA, LD1014D_222, 1.5, 1.833, -0.8495, 7.72, 1.559, 4.953, 40
LD1014D_222_NA, LD1014D_222, 1.5, 2.167, -0.814, 7.761, 1.611, 4.817, 40
LD1014D_222_NA, LD1014D_222, 1.5, 2.5, -0.7714, 7.809, 1.67, 4.676, 40
LD1014D_223_NA, LD1014D_223, 1.5, 1.5, -0.6887, 5.959, 1.274, 4.678, 39.94
LD1014D_223_NA, LD1014D_223, 1.5, 1.833, -0.6563, 6.063, 1.492, 4.063, 39.94
LD1014D_223_NA, LD1014D_223, 1.5, 2.167, -0.6238, 6.158, 1.695, 3.633, 39.94
LD1014D_223_NA, LD1014D_223, 1.5, 2.5, -0.6, 6.228, 1.852, 3.364, 39.94
LD1014D_224, LD1014D_224, 1.5, 1.5, -0.6991, 6.017, 1.215, 4.951, 39.94
LD1014D_224, LD1014D_224, 1.5, 1.833, -0.6665, 5.907, 1.419, 4.162, 39.94
LD1014D_224, LD1014D_224, 1.5, 2.167, -0.6339, 5.794, 1.624, 3.568, 39.94
LD1014D_224, LD1014D_224, 1.5, 2.5, -0.6014, 5.68, 1.83, 3.104, 39.94
LD1014D_225, LD1014D_225, 1.5, 1.5, -0.7555, 6.868, 1.61, 4.266, 39.94
LD1014D_225, LD1014D_225, 1.5, 1.833, -0.7075, 6.858, 1.79, 3.831, 39.94
LD1014D_225, LD1014D_225, 1.5, 2.167, -0.6738, 6.85, 1.985, 3.451, 39.94
LD1014D_225, LD1014D_225, 1.5, 2.5, -0.6422, 6.845, 2.165, 3.162, 39.94
LD1014D_226, LD1014D_226, 1.5, 1.5, -0.684, 5.726, 1.267, 4.518, 39.94
LD1014D_226, LD1014D_226, 1.5, 1.833, -0.6479, 5.831, 1.49, 3.914, 39.94
LD1014D_226, LD1014D_226, 1.5, 2.167, -0.6118, 5.935, 1.712, 3.468, 39.94
LD1014D_226, LD1014D_226, 1.5, 2.5, -0.6, 5.968, 1.791, 3.332, 39.94
