Filename, Sample, U1 (V), I1 (A), Ug (V), gm (A/V), go (A/V), μ (V/V), T (°C)
LD1014D_410, LD1014D_410, 1.5, 2.5, -0.7989, 9.155, 1.778, 5.15, 40
LD1014D_411, LD1014D_411, 1.5, 1.5, nan, 8.231, 2.635, 3.123, 40
LD1014D_411, LD1014D_411, 1.5, 1.833, nan, 8.231, 2.635, 3.123, 40
LD1014D_411, LD1014D_411, 1.5, 2.167, nan, 8.231, 2.635, 3.123, 40
LD1014D_411, LD1014D_411, 1.5, 2.5, nan, 8.231, 2.635, 3.123, 40
LD1014D_416, LD1014D_416, 1.5, 1.5, nan, 8.522, 2.222, 3.835, 40
LD1014D_416, LD1014D_416, 1.5, 1.833, nan, 8.522, 2.222, 3.835, 40
LD1014D_416, LD1014D_416, 1.5, 2.167, -0.9669, 8.556, 2.239, 3.821, 40
LD1014D_416, LD1014D_416, 1.5, 2.5, -0.9191, 8.595, 2.263, 3.798, 40
LD1014D_417, LD1014D_417, 1.5, 1.5, -0.9081, 9.146, 1.539, 5.944, 40
LD1014D_417, LD1014D_417, 1.5, 1.833, -0.8601, 9.149, 1.616, 5.662, 40
LD1014D_417, LD1014D_417, 1.5, 2.167, -0.8289, 9.154, 1.693, 5.406, 40
LD1014D_417, LD1014D_417, 1.5, 2.5, -0.7973, 9.161, 1.77, 5.174, 40
LD1014D_418, LD1014D_418, 1.5, 1.5, nan, 8.4, 2.115, 3.972, 40
LD1014D_418, LD1014D_418, 1.5, 1.833, -0.9807, 8.417, 2.121, 3.968, 40
LD1014D_418, LD1014D_418, 1.5, 2.167, -0.9316, 8.455, 2.14, 3.951, 40
LD1014D_418, LD1014D_418, 1.5, 2.5, -0.8825, 8.483, 2.165, 3.917, 40
LD1014D_419_NA, LD1014D_419, 1.5, 1.5, -0.7758, 7.537, 0.9862, 7.642, 40
LD1014D_419_NA, LD1014D_419, 1.5, 1.833, -0.7257, 7.535, 1.148, 6.567, 40
LD1014D_419_NA, LD1014D_419, 1.5, 2.167, -0.6879, 7.534, 1.309, 5.756, 40
LD1014D_419_NA, LD1014D_419, 1.5, 2.5, -0.6599, 7.532, 1.47, 5.124, 40
LD1014D_420, LD1014D_420, 1.5, 1.5, nan, 8.289, 2.286, 3.627, 40
LD1014D_420, LD1014D_420, 1.5, 1.833, nan, 8.289, 2.286, 3.627, 40
LD1014D_420, LD1014D_420, 1.5, 2.167, nan, 8.289, 2.286, 3.627, 40
LD1014D_420, LD1014D_420, 1.5, 2.5, -0.9869, 8.3, 2.288, 3.628, 40
LD1014D_421, LD1014D_421, 1.5, 1.5, nan, 8.435, 1.936, 4.357, 39.94
LD1014D_421, LD1014D_421, 1.5, 1.833, -0.9565, 8.559, 2, 4.279, 39.94
LD1014D_421, LD1014D_421, 1.5, 2.167, -0.9083, 8.676, 2.068, 4.195, 39.94
LD1014D_421, LD1014D_421, 1.5, 2.5, -0.8625, 8.757, 2.127, 4.117, 39.94
LD1014D_422, LD1014D_422, 1.5, 1.5, nan, 8.263, 2.319, 3.564, 40
LD1014D_422, LD1014D_422, 1.5, 1.833, nan, 8.263, 2.319, 3.564, 40
LD1014D_422, LD1014D_422, 1.5, 2.167, nan, 8.263, 2.319, 3.564, 40
LD1014D_422, LD1014D_422, 1.5, 2.5, -0.9984, 8.263, 2.319, 3.564, 40
LD1014D_423, LD1014D_423, 1.5, 1.5, -0.8838, 8.884, 1.336, 6.648, 40
LD1014D_423, LD1014D_423, 1.5, 1.833, -0.845, 8.891, 1.412, 6.296, 40
LD1014D_423, LD1014D_423, 1.5, 2.167, -0.814, 8.9, 1.481, 6.011, 40
LD1014D_423, LD1014D_423, 1.5, 2.5, -0.7774, 8.911, 1.549, 5.753, 40
LD1014D_426, LD1014D_426, 1.5, 1.5, -0.6681, 5.209, 1.371, 3.801, 40
LD1014D_426, LD1014D_426, 1.5, 1.833, -0.6336, 5.049, 1.67, 3.023, 40
LD1014D_426, LD1014D_426, 1.5, 2.167, -0.6, 4.898, 1.957, 2.503, 40
LD1014D_426, LD1014D_426, 1.5, 2.5, -0.6, 4.898, 1.957, 2.503, 40
LD1014D_430_NA, LD1014D_430, 1.5, 1.5, -0.7636, 7.457, 0.9715, 7.675, 40.06
LD1014D_430_NA, LD1014D_430, 1.5, 1.833, -0.7145, 7.455, 1.142, 6.53, 40.06
LD1014D_430_NA, LD1014D_430, 1.5, 2.167, -0.6811, 7.454, 1.312, 5.682, 40.06
LD1014D_430_NA, LD1014D_430, 1.5, 2.5, -0.6533, 7.452, 1.498, 4.976, 40.06
LD1014D_431, LD1014D_431, 1.5, 1.5, -0.8844, 8.993, 1.38, 6.518, 40
LD1014D_431, LD1014D_431, 1.5, 1.833, -0.8455, 8.999, 1.461, 6.159, 40
LD1014D_431, LD1014D_431, 1.5, 2.167, -0.8145, 9.007, 1.535, 5.869, 40
LD1014D_431, LD1014D_431, 1.5, 2.5, -0.7785, 9.017, 1.608, 5.608, 40
LD1014D_432, LD1014D_432, 1.5, 1.5, -0.6076, 3.837, 1.778, 2.158, 40
LD1014D_432, LD1014D_432, 1.5, 1.833, -0.6, 3.837, 1.821, 2.108, 40
LD1014D_432, LD1014D_432, 1.5, 2.167, -0.6, 3.837, 1.821, 2.108, 40
LD1014D_432, LD1014D_432, 1.5, 2.5, nan, 3.837, 1.821, 2.108, 40
LD1014D_433, LD1014D_433, 1.5, 1.5, nan, 8.404, 2.107, 3.988, 40
LD1014D_433, LD1014D_433, 1.5, 1.833, nan, 8.404, 2.107, 3.988, 40
LD1014D_433, LD1014D_433, 1.5, 2.167, -0.9668, 8.433, 2.117, 3.984, 40
LD1014D_433, LD1014D_433, 1.5, 2.5, -0.9167, 8.462, 2.13, 3.973, 40
LD1014D_434, LD1014D_434, 1.5, 1.5, -0.9915, 8.306, 1.817, 4.572, 39.5
LD1014D_434, LD1014D_434, 1.5, 1.833, -0.9415, 8.44, 1.881, 4.486, 39.5
LD1014D_434, LD1014D_434, 1.5, 2.167, -0.8915, 8.536, 1.938, 4.404, 39.5
LD1014D_434, LD1014D_434, 1.5, 2.5, -0.8515, 8.614, 2, 4.308, 39.5
LD1014D_435, LD1014D_435, 1.5, 1.5, -0.7231, 6.76, 1.213, 5.573, 39.94
LD1014D_435, LD1014D_435, 1.5, 1.833, -0.6846, 6.651, 1.416, 4.697, 39.94
LD1014D_435, LD1014D_435, 1.5, 2.167, -0.6555, 6.55, 1.604, 4.083, 39.94
LD1014D_435, LD1014D_435, 1.5, 2.5, -0.6264, 6.438, 1.809, 3.56, 39.94
LD1014D_436, LD1014D_436, 1.5, 1.5, -0.666, 4.664, 1.421, 3.283, 40
LD1014D_436, LD1014D_436, 1.5, 1.833, -0.6183, 4.499, 1.722, 2.613, 40
LD1014D_436, LD1014D_436, 1.5, 2.167, -0.6, 4.438, 1.842, 2.409, 40
LD1014D_436, LD1014D_436, 1.5, 2.5, nan, 4.438, 1.842, 2.409, 40
LD1014D_439, LD1014D_439, 1.5, 1.5, -0.7552, 7.278, 1.402, 5.19, 40
LD1014D_439, LD1014D_439, 1.5, 1.833, -0.7079, 7.371, 1.596, 4.617, 40
LD1014D_439, LD1014D_439, 1.5, 2.167, -0.6769, 7.466, 1.792, 4.167, 40
LD1014D_439, LD1014D_439, 1.5, 2.5, -0.6487, 7.564, 1.988, 3.805, 40
LD1014D_440, LD1014D_440, 1.5, 1.5, -0.7329, 7.097, 1.455, 4.876, 40
LD1014D_440, LD1014D_440, 1.5, 1.833, -0.6938, 7.2, 1.667, 4.318, 40
LD1014D_440, LD1014D_440, 1.5, 2.167, -0.6658, 7.315, 1.9, 3.85, 40
LD1014D_440, LD1014D_440, 1.5, 2.5, -0.6378, 7.425, 2.114, 3.511, 40
LD1014D_441, LD1014D_441, 1.5, 1.5, -0.6861, 6.272, 1.349, 4.648, 39.94
LD1014D_441, LD1014D_441, 1.5, 1.833, -0.6577, 6.386, 1.587, 4.025, 39.94
LD1014D_441, LD1014D_441, 1.5, 2.167, -0.6294, 6.5, 1.824, 3.564, 39.94
LD1014D_441, LD1014D_441, 1.5, 2.5, -0.601, 6.608, 2.061, 3.207, 39.94
LD1014D_442, LD1014D_442, 1.5, 1.5, -0.7871, 7.763, 1.715, 4.526, 40
LD1014D_442, LD1014D_442, 1.5, 1.833, -0.7394, 7.749, 1.9, 4.079, 40
LD1014D_442, LD1014D_442, 1.5, 2.167, -0.6989, 7.738, 2.085, 3.712, 40
LD1014D_442, LD1014D_442, 1.5, 2.5, -0.6709, 7.73, 2.269, 3.407, 40
LD1014D_443, LD1014D_443, 1.5, 1.5, -0.7554, 7.549, 1.681, 4.49, 39.94
LD1014D_443, LD1014D_443, 1.5, 1.833, -0.7103, 7.538, 1.883, 4.004, 39.94
LD1014D_443, LD1014D_443, 1.5, 2.167, -0.68, 7.53, 2.084, 3.613, 39.94
LD1014D_443, LD1014D_443, 1.5, 2.5, -0.653, 7.524, 2.285, 3.292, 39.94
LD1014D_444, LD1014D_444, 1.5, 1.5, -0.6, 2.764, 1.255, 2.203, 40.19
LD1014D_444, LD1014D_444, 1.5, 1.833, -0.6, 2.764, 1.255, 2.203, 40.19
LD1014D_444, LD1014D_444, 1.5, 2.167, nan, 2.764, 1.255, 2.203, 40.19
LD1014D_444, LD1014D_444, 1.5, 2.5, nan, 2.764, 1.255, 2.203, 40.19
LD1014D_445, LD1014D_445, 1.5, 1.5, nan, 8.405, 2.441, 3.443, 40
LD1014D_445, LD1014D_445, 1.5, 1.833, nan, 8.405, 2.441, 3.443, 40
LD1014D_445, LD1014D_445, 1.5, 2.167, nan, 8.405, 2.441, 3.443, 40
LD1014D_445, LD1014D_445, 1.5, 2.5, nan, 8.405, 2.441, 3.443, 40
LD1014D_447, LD1014D_447, 1.5, 1.5, -0.7062, 6.673, 1.414, 4.717, 40.06
LD1014D_447, LD1014D_447, 1.5, 1.833, -0.6754, 6.786, 1.641, 4.135, 40.06
LD1014D_447, LD1014D_447, 1.5, 2.167, -0.6471, 6.903, 1.87, 3.692, 40.06
LD1014D_447, LD1014D_447, 1.5, 2.5, -0.6188, 7.024, 2.099, 3.346, 40.06
LD1014D_449, LD1014D_449, 1.5, 1.5, -0.9743, 8.456, 1.72, 4.917, 40
LD1014D_449, LD1014D_449, 1.5, 1.833, -0.9244, 8.584, 1.784, 4.811, 40
LD1014D_449, LD1014D_449, 1.5, 2.167, -0.8745, 8.681, 1.847, 4.701, 40
LD1014D_449, LD1014D_449, 1.5, 2.5, -0.8418, 8.743, 1.901, 4.599, 40
LD1014D_450, LD1014D_450, 1.5, 1.5, -0.722, 6.809, 1.374, 4.957, 40
LD1014D_450, LD1014D_450, 1.5, 1.833, -0.6846, 6.914, 1.587, 4.357, 40
LD1014D_450, LD1014D_450, 1.5, 2.167, -0.6559, 7.023, 1.801, 3.899, 40
LD1014D_450, LD1014D_450, 1.5, 2.5, -0.6271, 7.135, 2.017, 3.538, 40
LD1014D_451, LD1014D_451, 1.5, 1.5, -0.9692, 8.376, 1.8, 4.655, 40.06
LD1014D_451, LD1014D_451, 1.5, 1.833, -0.9194, 8.515, 1.874, 4.543, 40.06
LD1014D_451, LD1014D_451, 1.5, 2.167, -0.8697, 8.624, 1.948, 4.428, 40.06
LD1014D_451, LD1014D_451, 1.5, 2.5, -0.8383, 8.699, 2.014, 4.319, 40.06
LD1014D_453, LD1014D_453, 1.5, 1.5, -0.6, 2.046, 0.9603, 2.131, 40.06
LD1014D_453, LD1014D_453, 1.5, 1.833, nan, 2.046, 0.9603, 2.131, 40.06
LD1014D_453, LD1014D_453, 1.5, 2.167, nan, 2.046, 0.9603, 2.131, 40.06
LD1014D_453, LD1014D_453, 1.5, 2.5, nan, 2.046, 0.9603, 2.131, 40.06
LD1014D_454, LD1014D_454, 1.5, 1.5, -0.8609, 9.002, 1.37, 6.569, 40
LD1014D_454, LD1014D_454, 1.5, 1.833, -0.829, 9.007, 1.463, 6.157, 40
LD1014D_454, LD1014D_454, 1.5, 2.167, -0.7964, 9.013, 1.555, 5.795, 40
LD1014D_454, LD1014D_454, 1.5, 2.5, -0.7575, 9.021, 1.648, 5.474, 40
LD1014D_455_NA, LD1014D_455, 1.5, 1.5, -0.6905, 6.015, 1.214, 4.954, 40
LD1014D_455_NA, LD1014D_455, 1.5, 1.833, -0.6601, 5.901, 1.43, 4.125, 40
LD1014D_455_NA, LD1014D_455, 1.5, 2.167, -0.6296, 5.784, 1.647, 3.511, 40
LD1014D_455_NA, LD1014D_455, 1.5, 2.5, -0.6, 5.67, 1.868, 3.035, 40
LD1014D_456, LD1014D_456, 1.5, 1.5, -0.604, 3.786, 1.892, 2.001, 40
LD1014D_456, LD1014D_456, 1.5, 1.833, -0.6, 3.786, 1.921, 1.97, 40
LD1014D_456, LD1014D_456, 1.5, 2.167, -0.6, 3.786, 1.921, 1.97, 40
LD1014D_456, LD1014D_456, 1.5, 2.5, nan, 3.786, 1.921, 1.97, 40
LD1014D_458, LD1014D_458, 1.5, 1.5, nan, 8.512, 2.123, 4.009, 40
LD1014D_458, LD1014D_458, 1.5, 1.833, -0.9824, 8.531, 2.132, 4.001, 40
LD1014D_458, LD1014D_458, 1.5, 2.167, -0.9342, 8.569, 2.153, 3.979, 40
LD1014D_458, LD1014D_458, 1.5, 2.5, -0.886, 8.594, 2.178, 3.946, 40
LD1014D_459, LD1014D_459, 1.5, 1.5, nan, 8.316, 2.246, 3.702, 40
LD1014D_459, LD1014D_459, 1.5, 1.833, nan, 8.316, 2.246, 3.702, 40
LD1014D_459, LD1014D_459, 1.5, 2.167, -0.9817, 8.331, 2.253, 3.698, 40
LD1014D_459, LD1014D_459, 1.5, 2.5, -0.9325, 8.367, 2.27, 3.685, 40
LD1014D_460, LD1014D_460, 1.5, 1.5, -0.8227, 8.354, 1.745, 4.787, 40
LD1014D_460, LD1014D_460, 1.5, 1.833, -0.7859, 8.344, 1.891, 4.412, 40
LD1014D_460, LD1014D_460, 1.5, 2.167, -0.7418, 8.336, 2.038, 4.091, 40
LD1014D_460, LD1014D_460, 1.5, 2.5, -0.7028, 8.329, 2.184, 3.814, 40
LD1014D_461, LD1014D_461, 1.5, 1.5, -0.6948, 6.229, 1.25, 4.982, 40
LD1014D_461, LD1014D_461, 1.5, 1.833, -0.6653, 6.115, 1.464, 4.177, 40
LD1014D_461, LD1014D_461, 1.5, 2.167, -0.6357, 5.991, 1.695, 3.534, 40
LD1014D_461, LD1014D_461, 1.5, 2.5, -0.6062, 5.864, 1.927, 3.042, 40
LD1014D_463_NA, LD1014D_463, 1.5, 1.5, -0.9285, 9.055, 1.544, 5.864, 40.06
LD1014D_463_NA, LD1014D_463, 1.5, 1.833, -0.8758, 9.059, 1.611, 5.622, 40.06
LD1014D_463_NA, LD1014D_463, 1.5, 2.167, -0.841, 9.065, 1.679, 5.4, 40.06
LD1014D_463_NA, LD1014D_463, 1.5, 2.5, -0.8099, 9.072, 1.746, 5.196, 40.06
LD1014D_464, LD1014D_464, 1.5, 1.5, -0.6, 2.782, 1.64, 1.696, 40
LD1014D_464, LD1014D_464, 1.5, 1.833, -0.6, 2.782, 1.64, 1.696, 40
LD1014D_464, LD1014D_464, 1.5, 2.167, nan, 2.782, 1.64, 1.696, 40
LD1014D_464, LD1014D_464, 1.5, 2.5, nan, 2.782, 1.64, 1.696, 40
LD1014D_465, LD1014D_465, 1.5, 1.5, -0.9402, 9.027, 1.581, 5.708, 40
LD1014D_465, LD1014D_465, 1.5, 1.833, -0.8872, 9.03, 1.654, 5.461, 40
LD1014D_465, LD1014D_465, 1.5, 2.167, -0.8477, 9.036, 1.719, 5.258, 40
LD1014D_465, LD1014D_465, 1.5, 2.5, -0.8167, 9.044, 1.783, 5.071, 40
LD1014D_466, LD1014D_466, 1.5, 1.5, -0.8261, 8.448, 1.42, 5.948, 40
LD1014D_466, LD1014D_466, 1.5, 1.833, -0.7916, 8.521, 1.53, 5.568, 40
LD1014D_466, LD1014D_466, 1.5, 2.167, -0.7498, 8.59, 1.631, 5.268, 40
LD1014D_466, LD1014D_466, 1.5, 2.5, -0.7111, 8.672, 1.744, 4.973, 40
LD1014D_466_NA, LD1014D_446, 1.5, 1.5, -0.8208, 8.302, 1.373, 6.047, 40.38
LD1014D_466_NA, LD1014D_446, 1.5, 1.833, -0.7844, 8.376, 1.483, 5.647, 40.38
LD1014D_466_NA, LD1014D_446, 1.5, 2.167, -0.7421, 8.454, 1.595, 5.299, 40.38
LD1014D_466_NA, LD1014D_446, 1.5, 2.5, -0.7042, 8.536, 1.709, 4.995, 40.38
LD1014D_467, LD1014D_467, 1.5, 1.5, -0.86, 9.152, 1.27, 7.204, 40
LD1014D_467, LD1014D_467, 1.5, 1.833, -0.8293, 9.158, 1.357, 6.751, 40
LD1014D_467, LD1014D_467, 1.5, 2.167, -0.7981, 9.166, 1.443, 6.354, 40
LD1014D_467, LD1014D_467, 1.5, 2.5, -0.7594, 9.176, 1.529, 6.002, 40
LD1014D_468, LD1014D_468, 1.5, 1.5, nan, 8.096, 1.845, 4.388, 40
LD1014D_468, LD1014D_468, 1.5, 1.833, -0.9595, 8.187, 1.888, 4.337, 40
LD1014D_468, LD1014D_468, 1.5, 2.167, -0.9081, 8.284, 1.939, 4.273, 40
LD1014D_468, LD1014D_468, 1.5, 2.5, -0.8607, 8.354, 1.988, 4.203, 40
LD1014D_469, LD1014D_469, 1.5, 1.5, -0.6, 2.372, 1.036, 2.291, 39.94
LD1014D_469, LD1014D_469, 1.5, 1.833, nan, 2.372, 1.036, 2.291, 39.94
LD1014D_469, LD1014D_469, 1.5, 2.167, nan, 2.372, 1.036, 2.291, 39.94
LD1014D_469, LD1014D_469, 1.5, 2.5, nan, 2.372, 1.036, 2.291, 39.94
LD1014D_470, LD1014D_470, 1.5, 1.5, nan, 8.149, 2.432, 3.351, 40
LD1014D_470, LD1014D_470, 1.5, 1.833, nan, 8.149, 2.432, 3.351, 40
LD1014D_470, LD1014D_470, 1.5, 2.167, nan, 8.149, 2.432, 3.351, 40
LD1014D_470, LD1014D_470, 1.5, 2.5, nan, 8.149, 2.432, 3.351, 40
LD1014D_471, LD1014D_471, 1.5, 1.5, -0.9387, 8.867, 1.617, 5.482, 40
LD1014D_471, LD1014D_471, 1.5, 1.833, -0.8845, 8.87, 1.683, 5.27, 40
LD1014D_471, LD1014D_471, 1.5, 2.167, -0.8454, 8.876, 1.749, 5.074, 40
LD1014D_471, LD1014D_471, 1.5, 2.5, -0.8136, 8.885, 1.823, 4.875, 40
LD1014D_472_NA, LD1014D_472, 1.5, 1.5, -0.9232, 9.129, 1.532, 5.96, 40
LD1014D_472_NA, LD1014D_472, 1.5, 1.833, -0.8704, 9.133, 1.603, 5.696, 40
LD1014D_472_NA, LD1014D_472, 1.5, 2.167, -0.8378, 9.139, 1.683, 5.431, 40
LD1014D_472_NA, LD1014D_472, 1.5, 2.5, -0.8068, 9.147, 1.754, 5.214, 40
LD1014D_473, LD1014D_473, 1.5, 1.5, -0.8899, 9.018, 1.353, 6.664, 40.44
LD1014D_473, LD1014D_473, 1.5, 1.833, -0.8489, 9.025, 1.43, 6.311, 40.44
LD1014D_473, LD1014D_473, 1.5, 2.167, -0.8183, 9.034, 1.499, 6.027, 40.44
LD1014D_473, LD1014D_473, 1.5, 2.5, -0.7836, 9.045, 1.568, 5.768, 40.44
LD1014D_474, LD1014D_474, 1.5, 1.5, -0.742, 7.402, 1.717, 4.31, 40
LD1014D_474, LD1014D_474, 1.5, 1.833, -0.6997, 7.39, 1.929, 3.831, 40
LD1014D_474, LD1014D_474, 1.5, 2.167, -0.6728, 7.381, 2.141, 3.447, 40
LD1014D_474, LD1014D_474, 1.5, 2.5, -0.6459, 7.375, 2.372, 3.109, 40
LD1014D_475, LD1014D_475, 1.5, 1.5, -0.7723, 7.793, 1.704, 4.574, 39.94
LD1014D_475, LD1014D_475, 1.5, 1.833, -0.7255, 7.78, 1.903, 4.089, 39.94
LD1014D_475, LD1014D_475, 1.5, 2.167, -0.6906, 7.77, 2.102, 3.696, 39.94
LD1014D_475, LD1014D_475, 1.5, 2.5, -0.6637, 7.763, 2.301, 3.373, 39.94
LD1014D_476, LD1014D_476, 1.5, 1.5, -0.8664, 9.134, 1.249, 7.316, 40
LD1014D_476, LD1014D_476, 1.5, 1.833, -0.8361, 9.141, 1.327, 6.889, 40
LD1014D_476, LD1014D_476, 1.5, 2.167, -0.8057, 9.15, 1.405, 6.512, 40
LD1014D_476, LD1014D_476, 1.5, 2.5, -0.768, 9.161, 1.483, 6.176, 40
LD1014D_477, LD1014D_477, 1.5, 1.5, -0.7069, 6.621, 1.278, 5.183, 40
LD1014D_477, LD1014D_477, 1.5, 1.833, -0.6752, 6.718, 1.481, 4.535, 40
LD1014D_477, LD1014D_477, 1.5, 2.167, -0.6464, 6.824, 1.702, 4.008, 40
LD1014D_477, LD1014D_477, 1.5, 2.5, -0.6175, 6.921, 1.906, 3.63, 40
LD1014D_478, LD1014D_478, 1.5, 1.5, -0.6, 2.319, 1.08, 2.147, 39.94
LD1014D_478, LD1014D_478, 1.5, 1.833, -0.6, 2.319, 1.08, 2.147, 39.94
LD1014D_478, LD1014D_478, 1.5, 2.167, nan, 2.319, 1.08, 2.147, 39.94
LD1014D_478, LD1014D_478, 1.5, 2.5, nan, 2.319, 1.08, 2.147, 39.94
LD1014D_479, LD1014D_479, 1.5, 1.5, -0.817, 8.431, 1.691, 4.986, 39.94
LD1014D_479, LD1014D_479, 1.5, 1.833, -0.779, 8.421, 1.842, 4.571, 39.94
LD1014D_479, LD1014D_479, 1.5, 2.167, -0.7351, 8.412, 1.994, 4.219, 39.94
LD1014D_479, LD1014D_479, 1.5, 2.5, -0.6974, 8.405, 2.145, 3.918, 39.94
LD1014D_480, LD1014D_480, 1.5, 1.5, -0.6805, 6.068, 1.345, 4.513, 39.94
LD1014D_480, LD1014D_480, 1.5, 1.833, -0.6513, 6.188, 1.596, 3.877, 39.94
LD1014D_480, LD1014D_480, 1.5, 2.167, -0.6222, 6.298, 1.829, 3.443, 39.94
LD1014D_480, LD1014D_480, 1.5, 2.5, -0.6, 6.378, 2.01, 3.174, 39.94
LD1014D_481, LD1014D_481, 1.5, 1.5, -0.9598, 9.261, 1.706, 5.43, 39.94
LD1014D_481, LD1014D_481, 1.5, 1.833, -0.909, 9.264, 1.776, 5.215, 39.94
LD1014D_481, LD1014D_481, 1.5, 2.167, -0.8615, 9.268, 1.847, 5.018, 39.94
LD1014D_481, LD1014D_481, 1.5, 2.5, -0.8306, 9.274, 1.918, 4.836, 39.94
LD1014D_482, LD1014D_482, 1.5, 1.5, -0.7852, 8.008, 1.737, 4.61, 39.94
LD1014D_482, LD1014D_482, 1.5, 1.833, -0.7384, 7.995, 1.933, 4.135, 39.94
LD1014D_482, LD1014D_482, 1.5, 2.167, -0.7001, 7.985, 2.112, 3.781, 39.94
LD1014D_482, LD1014D_482, 1.5, 2.5, -0.6732, 7.977, 2.291, 3.483, 39.94
LD1014D_483, LD1014D_483, 1.5, 1.5, -0.6996, 6.692, 1.415, 4.728, 40
LD1014D_483, LD1014D_483, 1.5, 1.833, -0.6722, 6.821, 1.673, 4.078, 40
LD1014D_483, LD1014D_483, 1.5, 2.167, -0.6447, 6.945, 1.912, 3.632, 40
LD1014D_483, LD1014D_483, 1.5, 2.5, -0.6173, 7.072, 2.153, 3.285, 40
LD1014D_484, LD1014D_484, 1.5, 1.5, -0.8197, 8.378, 1.752, 4.783, 39.94
LD1014D_484, LD1014D_484, 1.5, 1.833, -0.7818, 8.367, 1.904, 4.394, 39.94
LD1014D_484, LD1014D_484, 1.5, 2.167, -0.7373, 8.357, 2.057, 4.064, 39.94
LD1014D_484, LD1014D_484, 1.5, 2.5, -0.6989, 8.349, 2.209, 3.779, 39.94
LD1014D_485, LD1014D_485, 1.5, 1.5, -0.6635, 4.628, 1.525, 3.035, 39.94
LD1014D_485, LD1014D_485, 1.5, 1.833, -0.6167, 4.449, 1.851, 2.404, 39.94
LD1014D_485, LD1014D_485, 1.5, 2.167, -0.6, 4.383, 1.981, 2.212, 39.94
LD1014D_485, LD1014D_485, 1.5, 2.5, -0.6, 4.383, 1.981, 2.212, 39.94
LD1014D_486, LD1014D_486, 1.5, 1.5, nan, 8.273, 2.044, 4.048, 39.94
LD1014D_486, LD1014D_486, 1.5, 1.833, -0.9528, 8.336, 2.078, 4.011, 39.94
LD1014D_486, LD1014D_486, 1.5, 2.167, -0.9033, 8.385, 2.117, 3.962, 39.94
LD1014D_486, LD1014D_486, 1.5, 2.5, -0.8586, 8.415, 2.154, 3.906, 39.94
LD1014D_487, LD1014D_487, 1.5, 1.5, -0.736, 6.946, 1.374, 5.054, 40
LD1014D_487, LD1014D_487, 1.5, 1.833, -0.6928, 7.046, 1.579, 4.461, 40
LD1014D_487, LD1014D_487, 1.5, 2.167, -0.664, 7.149, 1.786, 4.004, 40
LD1014D_487, LD1014D_487, 1.5, 2.5, -0.6352, 7.247, 1.976, 3.667, 40
LD1014D_488, LD1014D_488, 1.5, 1.5, -0.8598, 8.991, 1.355, 6.634, 39.94
LD1014D_488, LD1014D_488, 1.5, 1.833, -0.8282, 8.997, 1.445, 6.227, 39.94
LD1014D_488, LD1014D_488, 1.5, 2.167, -0.7959, 9.004, 1.534, 5.869, 39.94
LD1014D_488, LD1014D_488, 1.5, 2.5, -0.7567, 9.013, 1.634, 5.517, 39.94
LD1014D_489, LD1014D_489, 1.5, 1.5, -0.7058, 6.413, 1.217, 5.268, 40
LD1014D_489, LD1014D_489, 1.5, 1.833, -0.6736, 6.298, 1.435, 4.389, 40
LD1014D_489, LD1014D_489, 1.5, 2.167, -0.6438, 6.189, 1.638, 3.779, 40
LD1014D_489, LD1014D_489, 1.5, 2.5, -0.614, 6.069, 1.857, 3.269, 40
LD1014D_490, LD1014D_490, 1.5, 1.5, nan, 8.593, 2.253, 3.813, 40
LD1014D_490, LD1014D_490, 1.5, 1.833, nan, 8.593, 2.253, 3.813, 40
LD1014D_490, LD1014D_490, 1.5, 2.167, -0.9668, 8.63, 2.273, 3.797, 40
LD1014D_490, LD1014D_490, 1.5, 2.5, -0.9199, 8.671, 2.3, 3.77, 40
LD1014D_491, LD1014D_491, 1.5, 1.5, nan, 8.166, 1.911, 4.273, 40
LD1014D_491, LD1014D_491, 1.5, 1.833, -0.9567, 8.28, 1.965, 4.213, 40
LD1014D_491, LD1014D_491, 1.5, 2.167, -0.9057, 8.388, 2.024, 4.145, 40
LD1014D_491, LD1014D_491, 1.5, 2.5, -0.8596, 8.467, 2.081, 4.068, 40
LD1014D_492, LD1014D_492, 1.5, 1.5, -0.7306, 6.964, 1.402, 4.967, 40
LD1014D_492, LD1014D_492, 1.5, 1.833, -0.6907, 7.07, 1.621, 4.363, 40
LD1014D_492, LD1014D_492, 1.5, 2.167, -0.6623, 7.181, 1.841, 3.901, 40
LD1014D_492, LD1014D_492, 1.5, 2.5, -0.6339, 7.284, 2.044, 3.564, 40
LD1014D_493, LD1014D_493, 1.5, 1.5, -0.669, 5.5, 1.322, 4.161, 40
LD1014D_493, LD1014D_493, 1.5, 1.833, -0.6392, 5.363, 1.58, 3.394, 40
LD1014D_493, LD1014D_493, 1.5, 2.167, -0.6093, 5.212, 1.856, 2.808, 40
LD1014D_493, LD1014D_493, 1.5, 2.5, -0.6, 5.169, 1.946, 2.656, 40
LD1014D_494, LD1014D_494, 1.5, 1.5, -0.6715, 5.569, 1.391, 4.004, 39.94
LD1014D_494, LD1014D_494, 1.5, 1.833, -0.6365, 5.694, 1.653, 3.444, 39.94
LD1014D_494, LD1014D_494, 1.5, 2.167, -0.6016, 5.809, 1.898, 3.06, 39.94
LD1014D_494, LD1014D_494, 1.5, 2.5, -0.6, 5.813, 1.915, 3.035, 39.94
