Filename, Sample, U1 (V), I1 (A), Ug (V), gm (A/V), go (A/V), μ (V/V), T (°C)
SJEP120R100_1, SJEP120R100_1, 12, 1.5, nan, 2.879, 0.006845, 420.6, 49.56
SJEP120R100_2, SJEP120R100_2, 12, 1.5, nan, 2.122, -0.00777, -273.1, 50.06
SJEP120R100_3, SJEP120R100_3, 12, 1.5, 1.489, 3.377, -0.004402, -767.1, 50.06
SJEP120R100_4, SJEP120R100_4, 12, 1.5, 1.482, 4.472, -0.005838, -766, 50.06
SJEP120R100_5, SJEP120R100_5, 12, 1.5, nan, 3.914, 0.0004321, 9059, 50.06
SJEP120R100_6, SJEP120R100_6, 12, 1.5, nan, 4.028, 0.004362, 923.4, 50.06
