Filename, Sample, U1 (V), I1 (A), Ug (V), gm (A/V), go (A/V), μ (V/V), T (°C)
FQA16N25C_1, FQA16N25C_1, 24, 1, 3.821, 3.433, 0.01592, 215.7, 50.19
FQA16N25C_2, FQA16N25C_2, 24, 1, 3.852, 3.356, 0.01815, 184.8, 50.38
FQA16N25C_3, FQA16N25C_3, 24, 1, 3.852, 3.569, 0.02946, 121.2, 50.19
FQA16N25C_4, FQA16N25C_4, 24, 1, 3.851, 3.533, 0.02242, 157.6, 50.06
FQA16N25C_5, FQA16N25C_5, 24, 1, 3.84, 3.57, 0.02183, 163.5, 50.44
FQA16N25C_6, FQA16N25C_6, 24, 1, 3.839, 3.472, 0.0217, 160, 50.25
FQA16N25C_7, FQA16N25C_7, 24, 1, 3.888, 2.759, 0.01899, 145.3, 50.25
FQA16N25C_8, FQA16N25C_8, 24, 1, 3.877, 3.105, 0.01656, 187.6, 50.44
