Filename, Sample, U1 (V), I1 (A), Ug (V), gm (A/V), go (A/V), μ (V/V), T (°C)
2SK2087C_1, 2SK2087C_1, 20, 1.6, -2.138, 3.136, 0.1165, 26.92, 50.19
2SK2087C_2, 2SK2087C_2, 20, 1.6, -2.279, 3.312, 0.199, 16.64, 50.19
