% * Sample: 2SK214_5
% * Date / time: 2020-03-09 08:45:41.131940
% * PSU1:
%   - Type: KORAD / KWR103
%   - voltage output = 0.0 V ... 25.0 V (1.0 V steps)
%   - current limit = 0.5 A
%   - power limit = 10.0 W
%   - polarity: normal
% * PSU2:
%   - Type: KORAD / KA3005P
%   - voltage output = 1.0 V ... 4.0 V (0.5 V steps)
%   - current limit = 1.0 A
%   - power limit = 5.0 W
%   - polarity: normal
% * Repeats per reading = 1
% * No idle time between measurements
% * Pre-heat time before measurements (at idle conditions): 10 seconds
% * PSU1 idle / pre-heat voltage = 15.0 V (fixed value)
% * PSU1 idle / pre-heat current = 0.25 A
% * PSU2 idle / pre-heat voltage range = 0.5 V ... 4.0 V.
% * PSU2 idle / pre-heat current = 1.0 A
% Column 1:  PSU1 nominal voltage setting (V)
% Column 2:  PSU1 nominal current setting (A)
% Column 3:  PSU1 voltage measurement (V)
% Column 4:  PSU1 current measurement (I)
% Column 5:  PSU1 limiter flag
% Column 6:  PSU2 nominal voltage setting (V)
% Column 7:  PSU2 nominal current setting (A)
% Column 8:  PSU2 voltage measurement (V)
% Column 9:  PSU2 current measurement (I)
% Column 10: PSU2 limiter flag
    0.0000     0.5000     0.0000     0.0000     0     1.0000     1.0000     1.0000     0.0000     0
    1.0000     0.5000     1.0000     0.0250     0     1.0000     1.0000     1.0000     0.0000     0
    2.0000     0.5000     2.0000     0.0260     0     1.0000     1.0000     1.0000     0.0000     0
    3.0000     0.5000     3.0000     0.0260     0     1.0000     1.0000     1.0000     0.0000     0
    4.0000     0.5000     4.0000     0.0270     0     1.0000     1.0000     1.0000     0.0000     0
    5.0000     0.5000     5.0000     0.0270     0     1.0000     1.0000     1.0000     0.0000     0
    6.0000     0.5000     6.0000     0.0280     0     1.0000     1.0000     1.0000     0.0000     0
    7.0000     0.5000     7.0000     0.0280     0     1.0000     1.0000     1.0000     0.0000     0
    8.0000     0.5000     8.0000     0.0290     0     1.0000     1.0000     1.0000     0.0000     0
    9.0000     0.5000     9.0000     0.0290     0     1.0000     1.0000     1.0000     0.0000     0
   10.0000     0.5000    10.0000     0.0290     0     1.0000     1.0000     1.0000     0.0000     0
   11.0000     0.5000    11.0000     0.0290     0     1.0000     1.0000     1.0000     0.0000     0
   12.0000     0.5000    12.0000     0.0300     0     1.0000     1.0000     1.0000     0.0000     0
   13.0000     0.5000    13.0000     0.0300     0     1.0000     1.0000     1.0000     0.0000     0
   14.0000     0.5000    14.0000     0.0300     0     1.0000     1.0000     1.0000     0.0000     0
   15.0000     0.5000    15.0000     0.0300     0     1.0000     1.0000     1.0000     0.0000     0
   16.0000     0.5000    16.0000     0.0300     0     1.0000     1.0000     1.0000     0.0000     0
   17.0000     0.5000    17.0000     0.0310     0     1.0000     1.0000     1.0000     0.0000     0
   18.0000     0.5000    18.0000     0.0310     0     1.0000     1.0000     1.0000     0.0000     0
   19.0000     0.5000    19.0000     0.0310     0     1.0000     1.0000     1.0000     0.0000     0
   20.0000     0.5000    20.0000     0.0310     0     1.0000     1.0000     1.0000     0.0000     0
   21.0000     0.4762    21.0000     0.0310     0     1.0000     1.0000     1.0000     0.0000     0
   22.0000     0.4545    22.0000     0.0310     0     1.0000     1.0000     1.0000     0.0000     0
   23.0000     0.4348    23.0000     0.0310     0     1.0000     1.0000     1.0000     0.0000     0
   24.0000     0.4167    24.0000     0.0310     0     1.0000     1.0000     1.0000     0.0000     0
   25.0000     0.4000    25.0000     0.0310     0     1.0000     1.0000     1.0000     0.0000     0
    0.0000     0.5000     0.0000     0.0000     0     1.5000     1.0000     1.5000     0.0000     0
    1.0000     0.5000     1.0000     0.0600     0     1.5000     1.0000     1.5000     0.0000     0
    2.0000     0.5000     2.0000     0.0680     0     1.5000     1.0000     1.5000     0.0000     0
    3.0000     0.5000     3.0000     0.0710     0     1.5000     1.0000     1.5000     0.0000     0
    4.0000     0.5000     4.0000     0.0730     0     1.5000     1.0000     1.5000     0.0000     0
    5.0000     0.5000     5.0000     0.0740     0     1.5000     1.0000     1.5000     0.0000     0
    6.0000     0.5000     6.0000     0.0750     0     1.5000     1.0000     1.5000     0.0000     0
    7.0000     0.5000     7.0000     0.0760     0     1.5000     1.0000     1.5000     0.0000     0
    8.0000     0.5000     8.0000     0.0767     0     1.5000     1.0000     1.5000     0.0000     0
    9.0000     0.5000     9.0000     0.0770     0     1.5000     1.0000     1.5000     0.0000     0
   10.0000     0.5000    10.0000     0.0780     0     1.5000     1.0000     1.5000     0.0000     0
