Filename-1, Sample-1, Filename-2, Sample-2, U1_range_low (V), U1_range_high (V), I1_range_low (A), I1_range_high (A), delta-Vg (V-RMS), delta-Vg mean subtracted (V-RMS)
20B_1, 20B-octal_1, 20B_10, 20B_10, 100, 550, 0.005, 0.06, 2.932, 1.206
20B_1, 20B-octal_1, 20B_2, 20B-octal_2, 100, 550, 0.005, 0.06, 1.048, 1.014
20B_1, 20B-octal_1, 20B_3, 20B_3, 100, 550, 0.005, 0.06, 2.878, 1.11
20B_1, 20B-octal_1, 20B_4, 20B_4, 100, 550, 0.005, 0.06, 2.818, 1.419
20B_1, 20B-octal_1, 20B_5, 20B_5, 100, 550, 0.005, 0.06, 2.983, 1.215
20B_1, 20B-octal_1, 20B_6, 20B_6, 100, 550, 0.005, 0.06, 3.062, 1.421
20B_1, 20B-octal_1, 20B_7, 20B_7, 100, 550, 0.005, 0.06, 3.109, 1.178
20B_1, 20B-octal_1, 20B_8, 20B_8, 100, 550, 0.005, 0.06, 2.788, 1.072
20B_1, 20B-octal_1, 20B_9, 20B_9, 100, 550, 0.005, 0.06, 3.025, 1.125
20B_10, 20B_10, 20B_2, 20B-octal_2, 100, 550, 0.005, 0.06, 2.557, 0.8185
20B_10, 20B_10, 20B_3, 20B_3, 100, 550, 0.005, 0.06, 0.5071, 0.506
20B_10, 20B_10, 20B_4, 20B_4, 100, 550, 0.005, 0.06, 0.8734, 0.8397
20B_10, 20B_10, 20B_5, 20B_5, 100, 550, 0.005, 0.06, 0.7117, 0.7109
20B_10, 20B_10, 20B_6, 20B_6, 100, 550, 0.005, 0.06, 1.002, 1.002
20B_10, 20B_10, 20B_7, 20B_7, 100, 550, 0.005, 0.06, 0.924, 0.8983
20B_10, 20B_10, 20B_8, 20B_8, 100, 550, 0.005, 0.06, 0.672, 0.6644
20B_10, 20B_10, 20B_9, 20B_9, 100, 550, 0.005, 0.06, 0.8836, 0.8733
20B_2, 20B-octal_2, 20B_3, 20B_3, 100, 550, 0.005, 0.06, 2.555, 0.8811
20B_2, 20B-octal_2, 20B_4, 20B_4, 100, 550, 0.005, 0.06, 2.36, 0.9568
20B_2, 20B-octal_2, 20B_5, 20B_5, 100, 550, 0.005, 0.06, 2.637, 0.9193
20B_2, 20B-octal_2, 20B_6, 20B_6, 100, 550, 0.005, 0.06, 2.664, 1.122
20B_2, 20B-octal_2, 20B_7, 20B_7, 100, 550, 0.005, 0.06, 2.739, 0.8212
20B_2, 20B-octal_2, 20B_8, 20B_8, 100, 550, 0.005, 0.06, 2.413, 0.6972
20B_2, 20B-octal_2, 20B_9, 20B_9, 100, 550, 0.005, 0.06, 2.67, 0.837
20B_3, 20B_3, 20B_4, 20B_4, 100, 550, 0.005, 0.06, 0.9752, 0.9455
20B_3, 20B_3, 20B_5, 20B_5, 100, 550, 0.005, 0.06, 0.661, 0.6583
20B_3, 20B_3, 20B_6, 20B_6, 100, 550, 0.005, 0.06, 0.9875, 0.9874
20B_3, 20B_3, 20B_7, 20B_7, 100, 550, 0.005, 0.06, 0.9018, 0.8809
20B_3, 20B_3, 20B_8, 20B_8, 100, 550, 0.005, 0.06, 0.6542, 0.6511
20B_3, 20B_3, 20B_9, 20B_9, 100, 550, 0.005, 0.06, 1.017, 1.006
20B_4, 20B_4, 20B_5, 20B_5, 100, 550, 0.005, 0.06, 1.185, 1.15
20B_4, 20B_4, 20B_6, 20B_6, 100, 550, 0.005, 0.06, 0.9691, 0.9343
20B_4, 20B_4, 20B_7, 20B_7, 100, 550, 0.005, 0.06, 1.09, 0.9985
20B_4, 20B_4, 20B_8, 20B_8, 100, 550, 0.005, 0.06, 0.8594, 0.8477
20B_4, 20B_4, 20B_9, 20B_9, 100, 550, 0.005, 0.06, 1.132, 1.073
20B_5, 20B_5, 20B_6, 20B_6, 100, 550, 0.005, 0.06, 1.056, 1.054
20B_5, 20B_5, 20B_7, 20B_7, 100, 550, 0.005, 0.06, 1.017, 1.009
20B_5, 20B_5, 20B_8, 20B_8, 100, 550, 0.005, 0.06, 0.7642, 0.7506
20B_5, 20B_5, 20B_9, 20B_9, 100, 550, 0.005, 0.06, 1.036, 1.031
20B_6, 20B_6, 20B_7, 20B_7, 100, 550, 0.005, 0.06, 1.188, 1.171
20B_6, 20B_6, 20B_8, 20B_8, 100, 550, 0.005, 0.06, 0.8211, 0.8129
20B_6, 20B_6, 20B_9, 20B_9, 100, 550, 0.005, 0.06, 1.145, 1.14
20B_7, 20B_7, 20B_8, 20B_8, 100, 550, 0.005, 0.06, 0.8295, 0.7739
20B_7, 20B_7, 20B_9, 20B_9, 100, 550, 0.005, 0.06, 0.5818, 0.5776
20B_8, 20B_8, 20B_9, 20B_9, 100, 550, 0.005, 0.06, 0.7985, 0.7666
