Filename, Sample, U1 (V), I1 (A), Ib (A), hfe (A/A), go (A/V), ro (V/A), T (°C)
MJL21194_10, MJL21194_10, 15, 0.5, 0.003866, 132.5, -2.13, -62.2, 50.25
MJL21194_1, MJL21194_1, 15, 0.5, 0.003464, 150.1, -0.1057, -1421, 49.69
MJL21194_6, MJL21194_6, 15, 0.5, 0.003007, 169.3, 0.8692, 194.7, 50.31
MJL21194_7, MJL21194_7, 15, 0.5, 0.00313, 157.4, -0.4567, -344.6, 50.06
