Filename-1, Sample-1, Filename-2, Sample-2, U1_range_low (V), U1_range_high (V), I1_range_low (A), I1_range_high (A), delta-Ib (A-RMS), delta-Ib mean subtracted (A-RMS)
MJL21194_1, MJL21194_1, MJL21194_10, MJL21194_10, 3, 20, 0.1, 2, 0.001219, 0.000697
MJL21194_1, MJL21194_1, MJL21194_2, MJL21194_2, 3, 20, 0.1, 2, 0.001658, 0.0007863
MJL21194_1, MJL21194_1, MJL21194_3, MJL21194_3, 3, 20, 0.1, 2, 0.0004493, 0.0002298
MJL21194_1, MJL21194_1, MJL21194_4, MJL21194_4, 3, 20, 0.1, 2, 0.0005318, 0.0003325
MJL21194_1, MJL21194_1, MJL21194_5, MJL21194_5, 3, 20, 0.1, 2, 0.000907, 0.0006862
MJL21194_1, MJL21194_1, MJL21194_6, MJL21194_6, 3, 20, 0.1, 2, 0.001081, 0.0005023
MJL21194_1, MJL21194_1, MJL21194_7, MJL21194_7, 3, 20, 0.1, 2, 0.0004314, 0.0003186
MJL21194_1, MJL21194_1, MJL21194_8, MJL21194_8, 3, 20, 0.1, 2, 0.0007041, 0.0003689
MJL21194_1, MJL21194_1, MJL21194_9, MJL21194_9, 3, 20, 0.1, 2, 0.001019, 0.0003941
MJL21194_10, MJL21194_10, MJL21194_2, MJL21194_2, 3, 20, 0.1, 2, 0.002815, 0.001389
MJL21194_10, MJL21194_10, MJL21194_3, MJL21194_3, 3, 20, 0.1, 2, 0.00159, 0.0007843
MJL21194_10, MJL21194_10, MJL21194_4, MJL21194_4, 3, 20, 0.1, 2, 0.0007006, 0.0003862
MJL21194_10, MJL21194_10, MJL21194_5, MJL21194_5, 3, 20, 0.1, 2, 0.0004203, 0.0001074
MJL21194_10, MJL21194_10, MJL21194_6, MJL21194_6, 3, 20, 0.1, 2, 0.002276, 0.00115
MJL21194_10, MJL21194_10, MJL21194_7, MJL21194_7, 3, 20, 0.1, 2, 0.001418, 0.0005637
MJL21194_10, MJL21194_10, MJL21194_8, MJL21194_8, 3, 20, 0.1, 2, 0.001868, 0.0009515
MJL21194_10, MJL21194_10, MJL21194_9, MJL21194_9, 3, 20, 0.1, 2, 0.002155, 0.0009326
MJL21194_2, MJL21194_2, MJL21194_3, MJL21194_3, 3, 20, 0.1, 2, 0.001239, 0.0006164
MJL21194_2, MJL21194_2, MJL21194_4, MJL21194_4, 3, 20, 0.1, 2, 0.002121, 0.001011
MJL21194_2, MJL21194_2, MJL21194_5, MJL21194_5, 3, 20, 0.1, 2, 0.002465, 0.001373
MJL21194_2, MJL21194_2, MJL21194_6, MJL21194_6, 3, 20, 0.1, 2, 0.0005863, 0.000292
MJL21194_2, MJL21194_2, MJL21194_7, MJL21194_7, 3, 20, 0.1, 2, 0.001435, 0.0008432
MJL21194_2, MJL21194_2, MJL21194_8, MJL21194_8, 3, 20, 0.1, 2, 0.0009686, 0.0004497
MJL21194_2, MJL21194_2, MJL21194_9, MJL21194_9, 3, 20, 0.1, 2, 0.0007049, 0.0004773
MJL21194_3, MJL21194_3, MJL21194_4, MJL21194_4, 3, 20, 0.1, 2, 0.0008935, 0.0004028
MJL21194_3, MJL21194_3, MJL21194_5, MJL21194_5, 3, 20, 0.1, 2, 0.001247, 0.0007722
MJL21194_3, MJL21194_3, MJL21194_6, MJL21194_6, 3, 20, 0.1, 2, 0.0006747, 0.000359
MJL21194_3, MJL21194_3, MJL21194_7, MJL21194_7, 3, 20, 0.1, 2, 0.0002799, 0.0002651
MJL21194_3, MJL21194_3, MJL21194_8, MJL21194_8, 3, 20, 0.1, 2, 0.0002763, 0.0001709
MJL21194_3, MJL21194_3, MJL21194_9, MJL21194_9, 3, 20, 0.1, 2, 0.0005891, 0.000194
MJL21194_4, MJL21194_4, MJL21194_5, MJL21194_5, 3, 20, 0.1, 2, 0.0004251, 0.0003871
MJL21194_4, MJL21194_4, MJL21194_6, MJL21194_6, 3, 20, 0.1, 2, 0.001564, 0.0007579
MJL21194_4, MJL21194_4, MJL21194_7, MJL21194_7, 3, 20, 0.1, 2, 0.0007453, 0.0002344
MJL21194_4, MJL21194_4, MJL21194_8, MJL21194_8, 3, 20, 0.1, 2, 0.001164, 0.0005668
MJL21194_4, MJL21194_4, MJL21194_9, MJL21194_9, 3, 20, 0.1, 2, 0.001468, 0.0005661
MJL21194_5, MJL21194_5, MJL21194_6, MJL21194_6, 3, 20, 0.1, 2, 0.001941, 0.001143
MJL21194_5, MJL21194_5, MJL21194_7, MJL21194_7, 3, 20, 0.1, 2, 0.001045, 0.0005383
MJL21194_5, MJL21194_5, MJL21194_8, MJL21194_8, 3, 20, 0.1, 2, 0.001522, 0.0009384
MJL21194_5, MJL21194_5, MJL21194_9, MJL21194_9, 3, 20, 0.1, 2, 0.001784, 0.0009068
MJL21194_6, MJL21194_6, MJL21194_7, MJL21194_7, 3, 20, 0.1, 2, 0.0009121, 0.0006189
MJL21194_6, MJL21194_6, MJL21194_8, MJL21194_8, 3, 20, 0.1, 2, 0.0004115, 0.0002108
MJL21194_6, MJL21194_6, MJL21194_9, MJL21194_9, 3, 20, 0.1, 2, 0.0002653, 0.0002649
MJL21194_7, MJL21194_7, MJL21194_8, MJL21194_8, 3, 20, 0.1, 2, 0.0005193, 0.0004164
MJL21194_7, MJL21194_7, MJL21194_9, MJL21194_9, 3, 20, 0.1, 2, 0.0007497, 0.0003753
MJL21194_8, MJL21194_8, MJL21194_9, MJL21194_9, 3, 20, 0.1, 2, 0.0003656, 0.0001379
