Filename, Sample, U1 (V), I1 (A), Ug (V), gm (A/V), go (A/V), μ (V/V), T (°C)
PCC88_H300mA-8.2V, PCC88_H300mA-8.2V, 90, 0.015, -1.667, 0.01264, 0.000364, 34.73, NA
PCC88_H6.3V-264mA, PCC88_6.3VH, 90, 0.015, -1.317, 0.01113, 0.000394, 28.25, NA
