Filename, Sample, U1 (V), I1 (A), Ug (V), gm (A/V), go (A/V), μ (V/V), T (°C)
AOT1N60_1, AOT1N60_1, 3, 0.02, 4.7, 0.1194, -0.00061, -195.7, 29.88
